mmsi,vessel_name,timestamp_utc_plus8,latitude,longitude,sog_knots,cog_deg,heading_deg,nav_status,position_accuracy,synthetic_track_id,behavior_class,data_source,case_reference,ais_window,reference_vessel,provenance_note
413000105,SYNTH_TANKER_05,2021-10-09T14:00:59+08:00,24.147233,120.391985,11.1,280.18,282.24,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T12:31:00+08:00,24.270121,120.206591,7.75,155.89,156.3,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T14:01:01+08:00,24.265016,120.208214,7.6,158.01,155.19,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T16:40:59+08:00,24.042869,120.109,14.54,71.71,70.64,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T16:21:01+08:00,24.216507,120.330067,8.57,228.58,228.77,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T12:51:00+08:00,24.102945,120.234027,11.96,45.41,43.55,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T12:41:00+08:00,24.102231,120.233149,11.89,44.55,48.5,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T11:11:00+08:00,24.234407,120.354251,8.99,225.98,225.47,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T12:01:00+08:00,24.097829,120.36065,8.94,321.56,323.21,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T17:01:00+08:00,24.149288,120.379078,11.64,303.15,301.06,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T15:11:00+08:00,24.26122,120.209526,7.97,159.81,159.73,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T14:00:59+08:00,24.10794,120.23978,11.89,39.46,41.8,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T13:00:59+08:00,24.024775,120.087051,14.31,68.59,67.18,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T16:01:00+08:00,24.304608,120.496912,13.3,237.09,238.9,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T12:51:00+08:00,24.228667,120.346449,8.7,224.81,224.14,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T12:10:59+08:00,24.271187,120.206271,8.09,158.73,161.39,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T15:21:00+08:00,24.219841,120.334787,8.89,226.1,229.95,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T13:21:00+08:00,24.30748,120.501255,13.7,232.25,232.27,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T17:30:59+08:00,24.253511,120.212127,7.54,158.69,161.25,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T15:30:59+08:00,24.121411,120.192872,10.73,55.7,53.14,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T14:11:00+08:00,24.224005,120.340186,9.41,224.59,225.64,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T17:51:00+08:00,24.04853,120.115968,13.96,69.16,72.92,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T16:31:00+08:00,24.124936,120.198715,10.89,58.61,59.53,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T15:51:00+08:00,24.108923,120.344092,9.17,321.0,319.92,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T13:41:00+08:00,24.146918,120.393488,11.1,284.85,285.85,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T15:11:00+08:00,24.113,120.245447,12.53,38.3,39.42,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T15:41:00+08:00,24.121949,120.193803,10.96,56.73,54.73,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T16:21:01+08:00,24.110354,120.341962,8.83,322.82,323.91,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T11:21:00+08:00,24.095997,120.363582,9.19,321.31,318.66,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T17:41:00+08:00,24.211762,120.323815,9.08,227.27,226.46,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T14:21:00+08:00,24.104605,120.350576,9.32,317.0,313.95,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T16:00:59+08:00,24.258506,120.210475,8.16,161.34,156.93,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T12:51:00+08:00,24.146318,120.397059,11.27,286.01,284.83,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T11:21:01+08:00,24.273899,120.205392,8.01,159.72,163.5,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T18:01:00+08:00,24.049381,120.116874,13.85,65.16,63.8,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T17:21:01+08:00,24.254121,120.211757,7.67,159.13,162.64,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T14:41:00+08:00,24.118574,120.187976,10.38,54.73,54.76,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T15:20:59+08:00,24.305258,120.498068,13.04,235.92,232.54,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T12:50:59+08:00,24.308005,120.502083,13.39,235.55,233.13,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T13:01:01+08:00,24.307878,120.501733,13.57,234.15,235.82,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T14:11:00+08:00,24.264495,120.208459,7.7,159.67,162.13,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T12:21:00+08:00,24.100748,120.231636,12.26,45.58,43.83,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T14:20:59+08:00,24.117518,120.186007,10.26,57.66,56.56,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T12:41:01+08:00,24.146224,120.397832,11.4,284.07,283.96,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T13:31:00+08:00,24.027314,120.089996,14.02,67.93,69.17,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T16:01:00+08:00,24.109431,120.343463,8.78,320.29,320.58,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T15:40:59+08:00,24.037961,120.103027,14.24,72.1,72.42,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T13:11:01+08:00,24.104427,120.235611,11.71,44.29,44.84,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T11:51:00+08:00,24.019122,120.079959,14.71,68.91,68.09,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T15:11:01+08:00,24.107014,120.347047,9.27,319.53,321.4,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T11:31:01+08:00,24.096511,120.362777,9.15,320.07,321.65,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T16:40:59+08:00,24.125509,120.199752,10.98,60.39,60.54,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T13:41:01+08:00,24.307124,120.500694,13.7,231.97,232.72,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T13:01:00+08:00,24.112955,120.177811,10.7,59.79,64.61,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T11:41:00+08:00,24.309246,120.503886,13.03,239.36,240.19,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T14:51:00+08:00,24.147801,120.388405,10.76,284.56,281.96,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T13:51:00+08:00,24.103114,120.352777,9.08,318.18,313.87,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T11:11:00+08:00,24.27442,120.205174,8.18,163.6,163.85,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T15:01:00+08:00,24.221044,120.336192,8.92,223.55,224.36,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T11:41:00+08:00,24.145454,120.402128,10.96,287.14,285.41,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T12:11:00+08:00,24.308775,120.50312,13.21,234.3,233.57,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T16:31:01+08:00,24.148896,120.381217,11.09,305.19,303.94,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T17:21:01+08:00,24.046211,120.113017,14.36,69.12,70.93,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T15:01:00+08:00,24.11232,120.24467,12.33,39.84,37.43,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T15:00:59+08:00,24.034721,120.099012,13.97,71.68,71.77,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T15:31:00+08:00,24.305102,120.497679,13.07,238.05,239.12,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T11:11:01+08:00,24.309787,120.504723,13.07,236.21,236.62,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
